Class	Name	MPIMP-ID	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h
Polyhydroxy Acids	Galactonic acid	A199002-101	2.079401044	2.526682927	1.830195307	1.881898317	1.861475761	2.202548475	1.458299804	2.613595587	1.792864406	1.463922001	1.64208757	1.831516502	1.267727593	1.642813291	1.919710642	1.959275088	1.430002834	1.179872195	1.684833313	1.505933782	2.569512547	1.745587902	1.836778313	1.63864013	1.434795999	2.048513839	2.145757817	2.359978969	2.53756431	2.884181132	1.866059615	1.896914864	2.719447507	1.583414076	2.206388531	1.606483829	1.548318952	3.563824049	1.499760407	2.541155427	4.164809714	4.706451163	3.078132116	3.016581392	3.796790106	2.773623011	3.929873107	4.449723278	4.207687093	2.271119451	2.440007169	3.172692906	3.567586831	2.97545384	4.063993074	2.645185739	3.079856074	2.583779287	2.351720044	2.394757655	3.058653824	3.12199185	4.271407265	3.345535987	3.099553422	3.914859829	4.948229717	4.373473093	3.962842833	3.546763179	2.844586956	4.07361687	4.007752303	2.976153928	4.144838702	2.970916721	3.442969885	2.860613196	3.63330363	2.474261274	1.390833605	1.520844372	1.382399615	1.537797748	1.263738582	1.469650705	1.531536633	1.833650998	1.748178112	1.624199872	2.022194189	2.434600527	2.160852658	2.127763175	1.455423626	1.886060646	1.940817936	2.063389589	1.46825137	1.846705597	1.775940167	1.678587799	1.53629143	2.475165553	1.782216054	1.568429225	1.61565202	1.976889207	1.922568852	2.160199358	1.996195176	2.611171732	1.959742496	2.483820197	2.133767331	2.25300677	1.85006509	1.785891119	2.457563756	2.372663923
Polyhydroxy Acids	Gluconic acid	A200001-101	2.233261525	1.179775845	0.473109332	0.306673562	0.410232233	0.489298727	1.27164629	0.523682351	0.38074365	0.406981878	0.296805744	0.415950042	0.368404824	0.509359496	0.414856787	0.374002788	0.281432138		0.288207259	0.306146726	0.594434804		0.34629996			0.347884538	0.313645106	0.340045099	0.289090907	0.508107277	0.556770595	0.306377642	0.806857164	0.213566109	0.416263705	0.561213724	0.233722651	0.340533164	0.207657515	0.931149628	3.662547351	2.225724063	1.177989608	7.675649046	0.926578566	0.564557483	3.923404877	3.896634253	10.33839354	0.466539802	0.919304081	2.552410697	0.964219327	0.36521685	2.048563845	2.414846669	2.751062744	1.192133613	1.158862739	2.799015059	2.669059008	3.408672604	0.439705071	0.832493022	0.703808196	3.049818148	2.336416297	2.886452621	1.320025052	0.809486169	1.625982705	2.587485052	2.52561822	1.136353382	2.02946525	0.920760176	1.524998986	1.087638265	2.351556242	1.448378572	0.647453221	1.87398479	0.99316278	1.359968565	0.619535925	0.907345655	0.69903545	2.181991395	2.743694298	0.768850737	1.653537442	1.587191908	0.995227926	2.402982806	0.366866847	0.520210448	0.657649395	2.53931737	0.680321614	1.411485536	0.844749098	0.342050805	0.403605784	1.681245564		0.284869105		0.42629115			2.283389802	0.840325368	0.749053676	1.226865853	1.008220082	0.305805498	1.321874889	2.585712551	0.441852736	2.231820837
Polyhydroxy Acids	Glyceric acid	A135003-101	0.198773418	0.327112413	0.477518528	0.373170552	0.206633209	0.444554599	0.2425337	0.333378605	0.256727111	0.164251059	0.271346035	0.176321361	0.16939954	0.236023476	0.171402751	0.198749026	0.186895743	0.2470664	0.211536017	0.212240753	0.339057334	0.241977726	0.196371358	0.243102297	0.225629191	0.238257872	0.269827602	0.332915822	0.287996985	0.262639299	0.179114036	0.227318667	0.315724794	0.204406875	0.237593873	0.302978078	0.142046075	0.161398733	0.17458678	0.372065625	0.321728993	0.455588875	0.499192018	0.238186706	0.215300166	0.166187885	0.401850488	0.338702533	0.300126903	0.176310977	0.147479745	0.188776255	0.377989981	0.273930423	0.186228689	0.215219782	0.324053954	0.235459634	0.220307258	0.195852325	0.458218037	0.438544047	0.411012967	0.592182371	0.187079504	0.52364649	0.495058225	0.463352507	0.448956867	0.20806723	0.300889304	0.310416061	0.438274655	0.439611299	0.352045195	0.254614894	0.264185938	0.227996855	0.409715197	0.166590571	0.206773194	0.230234427	0.155744896	0.287758392	0.188784699	0.201121639	0.185482349	0.238749805	0.270052965	0.154001435	0.274073087	0.333542077	0.28928253	0.267538032	0.181924933	0.278695954	0.197174474	0.214571826	0.201972793	0.21570208	0.323013882	0.263769811	0.221395839	0.240898583	0.232876066	0.23231701	0.29314322	0.207492336	0.22802696	0.20954895	0.345774482	0.402455038	0.251400527	0.325975516	0.246706918	0.196867298	0.289431429	0.28411999	0.217880989	0.183759212
Polyhydroxy Acids	Ribonic acid	A177001-101	4.562860175	4.839784616	3.86639844	4.530896584	3.324252354	4.414021583	3.213168443	5.286382557	3.543878914	2.292910727	4.999152597	3.261185423	3.538648898	4.238832492	3.108735944	3.470490421	2.796222906	2.718193553	3.356812152	3.063514257	4.300904275	3.692574418	3.104102396	2.720556592	3.347010087	4.386733443	4.485832951	5.383036649	5.943212721	5.064153339	3.069136752	3.193144577	4.753863206	3.754923138	4.325143431	3.541610801	3.135076831	2.660641002	2.903917131	4.606876362	6.886241339	7.604848265	5.498157946	4.305255395	5.737961689	3.725014329	5.928037427	7.428113012	6.199799546	3.83325883	3.660581448	3.639798861	4.99426791	5.845064925	5.323640347	3.31331182	3.560171146	4.303790174	3.842882308	4.29807388	4.471561357	5.261806725	7.529129471	6.803246903	4.441699236	5.248092694	6.342171153	6.461138936	5.188121296	4.867820002	3.423406267	3.936018854	5.379000853	4.421778182	4.084686291	4.150200622	3.787498064	2.975160265	4.382390452	3.026160633	2.708392953	2.103583312	2.545642087	2.433170342	2.339997411	2.333486075	2.783658584	3.617602063	2.945910525	2.078006486	2.998210934	4.509337432	3.560088956	3.115234942	2.750387818	3.121864706	2.296996084	2.544964197	2.386253967	2.719350564	3.983243152	3.323113673	3.3135239	3.565175189	3.196853068	3.004325969	3.028751722	2.99767826	3.22002399	3.069540172	2.585190261	3.256766736	2.693915899	3.464405864	2.63157296	2.635393802	2.687131984	2.253849258	3.415963868	2.558751007
Polyhydroxy Acids	Threonic acid	A156001-101	0.920147928	1.361208359	1.123199414	1.092004714	0.818850409	1.264259399	0.931250758	1.273671045	0.880686881	0.686656596	0.691985765	0.670453544	0.588426214	0.815246449	0.559842463	0.641571984	0.589988532	0.658088842	0.575768367	0.639866033	0.743556053	0.559541564	0.535949177	0.588617455	0.580744825	0.716600625	0.818819213	0.835490914	0.799938889	0.693302371	0.49828671	0.430411305	0.691617483	0.457979889	0.29503881	0.742714105	0.424729696	0.349653886	0.522254654	0.608350238	2.431753126	2.565357329	1.375908171	1.201922311	1.250921492	0.885999865	1.494175456	1.941693011	2.115605858	0.905317276	0.78955848	1.021998498	1.139217876	0.982094963	0.9490441	0.710948646	0.990113493	1.232801221	0.629434554	1.116923392	1.442376424	1.297125742	1.603510698	1.683529966	0.753212245	1.300818235	1.488250228	1.354640025	1.128180772	0.534240917	0.804671083	0.74494087	0.943525984	0.868128904	0.716858999	0.6649116	0.641731674	0.536600964	1.066684654	0.537277679	0.890444702	1.034983576	0.998917781	1.102664119	0.933353143	1.039873737	0.888933886	1.182684338	1.107617432	1.044689844	1.245309155	1.577774593	1.429712097	1.178719447	0.786821149	0.857060196	0.603845133	1.234093767	0.878317414	0.931768471	0.898943442	0.708059038	0.538430613	0.805262967	0.791561222	0.619275949	0.656206605	0.693257342	0.579706877	0.4598384	0.935983862	0.966975928	0.647736753	0.941010101	0.677211184	0.535338074	0.768287006	0.520375251	0.607916563	0.53862775
Polyhydroxy Acids	Threonic acid-1,4-lactone	A140005-101	1.178752843	1.971271869	1.764733896	1.137591272	0.682549708	1.611288132	1.51478926	1.324754837	0.518717869		1.199371492	0.839230332	0.821949047	0.578498945	0.4329479	0.362585114					0.385469058			1.208122761		0.423469248	0.380305627	0.421420769	0.396216584	0.533627643		2.027860295	0.627465671	1.193179422				0.379711444		0.494396112	1.808996531	1.865265428	1.302206608	0.412937089	1.66806963	0.361463047	1.571498994	1.055274785	1.140219389		0.912815482		0.596292643	0.483309209	1.373117545	0.301479138		1.068614075			0.552717949	0.273611897	0.898537476	0.744805836	0.777345098	0.317517599	0.983425526	1.413239913		0.344792558			0.337870721								0.341664376	0.494721603	0.399848839	0.537126932		0.479595078	0.352861167	1.453850047	1.38744333	0.559162723	0.362973715	1.95155358	0.547737027	0.514152176						0.502706974	1.327935764	0.523972694	0.703795337	0.403837449	1.37976824	0.842888467			0.437462477		0.312014408			0.421955682		0.329005352			1.146615601	0.352509438
Polyols	Arabitol	A171012-101	2.237359721	4.489980959	2.117219486	0.937870527	0.578251642	0.978461378	0.359177485	1.016460008	0.585075157	0.362298617	1.069897878	4.003585358	0.454893918	1.164755329	0.744366057	2.814252959	1.175490524	2.123921575	1.595014112	0.824798467	1.128815488	2.329445326	1.759733832	4.013441412	0.447585494	0.793636837	0.74663113	2.200612677	1.110100646	0.988766017	1.832329111	3.028995511	4.643822935	3.42939911	1.739299335	2.402102785	0.937845039	1.439742063	1.238650931	2.66030741	4.347452342	8.466084235	4.388655769	9.332198446	3.463925902	4.700883356	14.68027891	8.590873982	11.17458079	6.895640511	4.365371885	10.22332663	8.778237165	11.08110389	5.548685628	9.365581664	15.38447405	6.584053104	11.67410211	11.67084366	2.70149645	2.331577538	1.989316204	2.559522263	3.234981414	6.927750797	3.018332543	8.779780029	6.746953898	5.539238138	9.543477155	10.7479966	11.92279533	13.29522846	16.70677296	8.54104645	9.167911887	6.170131647	4.912793886	4.648617809	0.999428926	1.968599377	0.726762792	1.505018492	0.818861964	1.397521139	0.865436628	6.537638323	3.824168319	1.289697703	4.637038449	2.668201678	7.233562296	2.252737334	0.438769033	2.060016687	7.812720986	7.86977203	6.246034228	3.473661202	0.895215554	0.747247454	0.700202	0.691750445	0.511198283	0.947318791	1.000479168	0.651851435	0.573435523	1.085803957	2.801479866	1.789349287	1.560870953	1.136010185	1.574188259	0.745544094	1.634635698	1.327407075	2.508303139	1.406332615
Polyols	Erythritol	A150002-101	1.839826843	5.119568267	2.430200474	1.179835118	1.633842128	1.761027788	1.530463835	1.493579386	1.898171828	1.24835929	1.685716867	1.663275259	1.13220769	1.935373504	1.356894954	1.591925196	1.64684767	2.625447035	1.46977888	0.930610283	1.423619024	1.555785028	1.08960975	1.254733282	0.981273608	1.043523589	0.90610237	1.207265395	1.123177232	1.061393541	1.148575152	1.196967271	2.504653099	0.912531787	0.57955302	2.432932932	0.858532018	0.986536074	0.912661255	1.864248347	5.996193733	6.762540722	7.203736929	6.459810878	3.548610901	2.665788827	7.712840573	4.471187812	8.926810642	5.472501414	3.363042358	6.800012761	4.895583661	4.81913771	3.014790658	8.320257891	10.65106686	5.663156749	4.847291081	7.014516001	5.27477155	3.857390673	2.331999869	3.398137834	3.338570905	3.582845791	4.072038153	3.130593917	3.402087084	3.404056213	4.177208704	7.129775986	10.2999837	5.707454762	4.581250695	2.969329583	5.522138223	3.674730508	4.998381532	2.222233658	4.210402504	6.572905852	3.210565714	4.497443797	3.643861986	4.702393128	3.580018328	4.042782418	3.261642416	4.969023417	2.71091818	6.855174763	6.001567492	5.260688389	2.203913722	1.901290619	3.6856318	7.640526494	3.232262393	3.71846056	1.828597563	2.111061958	1.920338674	1.841063205	1.593752752	1.261487485	1.520239608	1.042965495	1.569699671	1.467401432	4.025944316	2.376891148	2.394691378	1.801569459	2.265657242	1.456879769	2.25199971	2.195475583	1.615008862	1.739410704
Polyols	Galactitol	A194001-101	0.939337882	1.441000798	1.185718914	1.152169426	0.737611188	0.926696348	0.911579514	1.32285912	1.083027713	0.834294045	0.732399356	1.044514916	0.705539226	0.747019925	0.721580999	0.921700437	0.604799316	0.57561678	0.6967985	0.807903482	0.852165008	0.753249235	0.717525615	0.634141442	0.594919216	0.612344392	0.741660601	0.945090497	0.887494852	0.871855521	0.665362805	0.495942066	0.89044507	0.572029839	0.861910521	0.772512426	0.632317819	0.46449786	0.587115566	0.881516843	1.429107515	1.825214064	1.200353782	0.943816711	1.037962282	0.866882967	1.188679471	1.350593517	1.497326998	0.897595736	0.700584594	0.896208653	0.902281057	0.910110549	0.977707893	1.179374253	1.261239429	0.834013285	0.877997298	1.035629522	1.278905354	1.275384111	1.186376507	1.270628594	0.777119063	1.017936982	1.241234762	1.158917899	0.873714033	0.886514361	0.766341168	0.835529077	1.017090256	0.764328931	1.002143651	0.676410507	0.850413729	0.585007278	0.803723304	0.579711788	0.81055313	0.899226221	0.72665384	0.849833487	0.668850509	0.877915487	0.801964455	1.17566061	0.846139224	0.854949917	0.77989903	1.456164701	1.063040981	1.056454097	0.70902449	0.711243341	0.859933044	1.062386288	0.715402107	0.768110508	0.79083093	0.763852645	0.814550101	0.85189549	0.637513295	0.619493074	0.68359164	0.732427301	0.692865405	0.677549512	0.654650851	0.781653797	0.61753489	0.870929923	0.790739985	0.594126855	0.603802978	0.635935831	0.541163997	0.57992871
Polyols	Glycerol	A129003-101	2.057502579	3.691996277	1.305250901	1.352311645	1.434985595	1.755501444	2.086155806	1.668431844	1.42356101	1.441287848	1.829305603	1.798450735	1.265020929	1.933674449	2.047384576	1.361379141	1.322443155	3.195939036	1.70054555	1.040361291	2.079159721	2.037941984	1.278891785	2.441415613	1.757480073	1.317402389	1.198575008	1.18169453	1.639992247	1.646559737	3.026444011	1.759839414	2.131083568	2.243612227	2.12218381	2.690502088	1.24533168	1.438472186	1.417838166	7.474038817	4.921882303	3.288593377	6.097635214	9.677945521	3.056784091	2.816861597	6.425590093	4.642330331	14.23166842	3.232778246	1.741370668	6.349487844	6.594299512	4.411091322	3.268599113	12.22480604	16.12415476	5.046208273	4.819589817	9.871000409	4.475690634	5.55623525	1.806259048	4.629972616	3.127625242	5.735718122	3.66225591	4.975422774	5.366692855	3.753622353	3.706596262	5.672245277	6.601497733	6.215973095	6.783419489	5.438527085	6.484669131	5.174990012	6.868849691	3.577263604	2.280355883	5.828311638	1.573042858	5.081530464	2.794147878	2.46372515	2.898006198	2.244096955	4.77704273	2.267815207	3.363918388	3.261326206	3.567169817	4.248538032	2.273801028	2.949680489	9.517812048	8.439992734	1.735985157	3.770230479	1.68703422	1.128893306	2.131134945	3.575720988	1.527683148	1.267279971	1.60543449	1.757788126	1.639635474	2.024395325	5.673383595	2.632293936	4.29380827	2.704474321	1.705507497	1.733165098	3.133568312	2.834242243	2.714731724	4.004386451
Polyols	Hydroquinone	A140012-101																																									2.025384297	3.442230664	1.552683212	2.637322321	2.978799608	1.140404578	0.81560137	1.151607983	2.062943825	1.366457045	1.22044773	0.830080401	1.911530909	3.332503724	1.555104871	1.170707762	0.840112269	0.895377774	1.436480649		1.28378441	1.356258403	2.358750215	2.104182339	1.645385278	1.82003189	2.250906797	2.943365888	2.890054571	1.429766927	1.770088184	0.791115481	1.860632182	2.62889274	1.289770699	1.345592806	1.031983485	1.357709833	0.962716856																							6.486967339																		
Polyols	Inositol, myo-	A209002-101	2.605983023	1.921456677	3.595646969	4.133066106	2.832540013	2.585119735	4.000865857	3.063582858	2.632397983	4.914261302	1.898199986	2.623429411	3.017946399	2.8851568	1.706672449	2.158693502	1.773141341	1.57633983	1.917740106	1.619670249	1.888810621	2.649373145	2.51597779	2.637520652	3.045583509	2.059578457	2.381638877	2.738060696	2.4094875	2.487940588	1.737492434	0.75699769	1.543545017	2.066061253	0.301612897	2.668959264	3.21670379	1.055622186	1.770456531	1.689468095	1.648272519	1.502905255	1.941289482	1.441396606	1.846519593	1.659478159	0.889349254	1.410682106	1.434896457	1.194881998	1.138278845	1.557270397	1.181674976	1.093577928	1.169919343	1.025179615	0.632022293	0.965789153	0.492864674	0.96279561	2.185367712	1.877339121	1.463186719	1.510992266	1.017065564	1.429393844	0.782660171	1.06629429	0.971352641	1.48038766	1.000310271	1.050586347	0.957950581	0.859857293	0.864113495	1.052415436	0.81743499	0.519841018	1.070880296	0.400927633	2.747662341	2.365661774	2.335433327	2.185861106	2.348676874	2.196723566	2.957734038	2.624607709	3.28077995	1.937838431	1.761748029	1.617313492	1.63993757	1.421177416	2.214556605	1.143508699	1.637190456	1.677793866	1.27742417	1.454959553	1.956706077	1.827472187	2.235695975	1.852207411	2.447521509	2.020356858	1.699004391	1.958876574	1.599112	0.807300139	1.569131457	1.664768454	1.052601266	1.185166285	0.894134148	1.578763595	0.736389805	1.001477927	0.525836598	0.3699227
Polyols	Mannitol	A193002-101	2.367966121	4.074107907	1.650261047	4.548771354	0.921280869	1.031750258	0.736736775	1.81274924	1.070986876	0.757165436	1.698771924	2.689878832	0.5734374	1.403439533	0.927345581	3.383792294	1.298945775	1.905895447	2.127440573	1.177654273	1.212705475	1.551630798	1.402124993	1.649172021	0.720593414	1.055019718	1.452154918	2.01308075	1.815996985	1.2248101	1.64340495	1.728577722	3.141902437	2.242812553	1.751052735	2.107660613	1.384356022	1.551010649	1.50831994	2.311566307	4.564999171	5.888139085	3.892415715	5.378677194	3.156362286	2.974757036	6.621556015	5.472878762	6.468682797	5.356835946	2.571832026	5.886354492	4.220430431	4.768169386	4.634533525	6.037596571	8.508891675	3.717856771	3.691317298	6.977862639	2.444994891	2.68286136	1.976974379	2.290782202	4.36943799	4.631427597	3.017199712	4.805920946	4.076256928	4.672121544	3.315812702	6.239017322	6.332690711	6.592525781	9.016633484	4.238767958	4.05296312	3.104913145	2.613412132	3.64550832	1.119883322	2.551944205	0.994283725	1.610139861	1.15251639	1.39718614	1.157252615	4.051295644	3.01197474	1.894604008	2.88705815	2.732525785	3.815511993	1.787486174	0.479102974	1.389452124	4.600067334	4.802125698	2.855823114	3.180310998	1.208341331	1.023547796	0.89940141	1.053541544	0.697827517	1.203902752	1.236512472	0.948101902	0.823471704	1.014417291	2.020876172	1.703881861	1.176365372	1.179646277	1.154390521	0.966469649	1.396305627	1.021497065	1.518123083	1.523263898
Polyols	Ribitol	A173001-101	0.416767551	1.034183401	0.516176775	0.26695043	0.194040548	0.380687677	0.298206436	0.352891825	0.509649023	0.477823655	0.495007773	0.771565551	0.325269074	0.722150265	1.149062875	0.716106233	0.530799797	0.710970695	0.581220366	0.399276173	0.458796555	1.153911249	0.565985008	0.960394865	0.418420619	0.452609488	0.464065348	0.580398752	0.614050428	0.362470019	0.50240321	0.901044831	0.832603655	0.62952698	0.881953423	0.994927766	0.964366715	0.552195223	0.928164677	0.650918467	0.876656539	1.230907562	0.771646448	1.134601251	0.602512065	0.85738965	1.927696931	1.148908299	1.154550167	0.959809514	1.055083061	1.543697261	1.298066737	1.931129974	1.163245757	1.123507183	2.041301322	1.041650244	1.558761239	1.360781067	0.614647566	0.658023124	0.525037195	0.526941074	0.860727311	0.958144163	0.734413334	1.141993131	0.948644909	1.205760274	1.398902604	1.884313352	1.628728052	2.055786168	1.833409595	1.121614526	1.295032683	1.192778611	0.837352779	0.802943149	0.552182064	0.937058737	0.407759331	0.473404693	0.641290353	0.651514654	0.516042333	1.15997777	0.741425754	0.465519305	1.023625369	1.092167912	1.469513047	0.540582434	0.702755975	1.702603438	1.656500915	1.321648589	2.004891439	1.071439953	0.557456537	0.416927238	0.038797822	0.644420379	0.231211512	0.697504531	1.172087834	0.452042728	0.784180088	1.300501131	0.700663601	0.746285301	0.372204861	0.410964216	0.638865274	0.717988864	0.618789274	0.603154235	0.580134768	0.901322865
Polyols	Sorbitol	A193001-101	5.654281282	7.036291688	6.771865026	6.422318174	7.406952103	6.590275729	7.662998689	6.995896416	6.308560301	7.745625366	3.69823725	6.65049568	2.738372907	3.343370306	1.994801808	5.179464144	2.716892166	1.645025715	2.592049546	2.645127957	2.064891064	2.072505077	1.516678021	1.97978606	2.236309984	1.558193358	1.79241098	1.962992179	1.036398304	1.572022448	1.839980574	1.017630379	1.6952736	1.574676522	1.204018488	2.163577886	2.928499491	0.951923181	1.361673376	2.553746562	10.53328365	9.310457909	2.634687005	7.074025944	6.57328549	4.209964104	6.64976415	9.275968345	8.612072558	5.817248098	2.52668729	3.27479553	2.952466726	2.791476657	2.537476706	4.598945993	6.461930255	3.35020896	1.958673871	6.7304446	3.728109663	4.168615818	2.279252213	3.261016195	5.7741643	3.070331549	2.145850262	2.312035045	1.931876271	2.320244343	3.338846819	2.558994555	2.326758417	2.436633511	2.205291411	2.111283751	2.281354466	1.331323396	2.025283237	1.278063882	5.244993349	7.667557725	6.351399139	6.41551939	6.476903782	5.344623621	4.631300422	5.939547186	4.4592944	5.268202574	2.418850064	3.870163282	3.845469416	3.772704576	3.119796298	2.411119179	2.613642509	4.827808612	2.303384664	4.132484502	1.746267806	1.573479255	2.336302652	1.645255309	1.559243128	1.273725465	1.046275441	1.318364345	0.797625383	0.780292138	2.006199666	0.986021439	1.141213502	0.908769039	1.411920422	1.080456579	0.91024066	1.065881652	0.679097691	1.550275295
