Class	Name	MPIMP-ID	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali
MSTs	A116014-101	A116014-101	1.223288644	0.291625718	1.091813945	0.557571838	0.266584119	0.339116925	0.26863432	1.647827073	0.241475449	0.847230969	2.031216517	1.251309429	0.182214857	0.206261247	0.357156414	0.792213271	0.212631243	0.792137191	0.153595273	0.538918307	1.195978997	0.673083583	0.306202039	0.954328045	0.282900549	0.472472228	0.288032012	1.176366625	0.220569538	0.615778099	0.708222886	0.316413717	1.114878215	0.188094784	0.203947541	0.894359858	1.218022885	0.998949746	0.225945538	0.87847949	0.513736388	1.246130357	0.179416572	0.790542554	0.714529903	0.295679196	0.266511042	0.403434687	0.181175735	0.25631179	0.284386919	0.960977927	0.176783957	0.209128251	0.423806038	1.138076203	0.87971912	1.28695961	0.319579737	0.99869434	0.132382624	0.155185318	1.392223032	1.554702075	1.54659836	0.193973501	0.958979967	0.686742228	1.211698058	1.545413667	0.156864738	0.885215028	0.605965227	0.226235764	0.316329543	0.296405074	0.496055525	0.891830971	0.288550106	0.864145357	0.261407753	0.93881268	0.223901465	1.081599317	0.118236624	0.970250321	0.172403793	0.415612015	0.215616061	0.809928537	0.899173574	0.221444666		0.595068378	0.840010734	0.187563733	1.033327083	0.964429176	0.36679145	0.899376879	0.197676309	0.621971432	1.169742811	0.278900022	0.247391705	0.269900246	1.066635306	1.276880635	0.25240507	0.724854142	0.242982224	1.543022787
MSTs	A124002-101	A124002-101																																								2.500011627																																																					3.920794711																			
MSTs	A124006-101	A124006-101																																																																																																																
MSTs	A137012-101	A137012-101	1.157376795	1.569159815	1.643492173	0.8211156	1.033708816	0.695901742	1.049755356	1.493631938	1.631085808	1.515403941	0.439906103	1.105062452	0.779766546	0.769352158	0.107752445		0.146362365	0.924293642	0.199537457	0.896616887	1.774390578	0.541096823	1.903045975	1.187509665	1.824822786	0.322199831	1.218515085	1.232783219	0.988040023	1.141021177		0.091620996	0.240895583	0.035030955	0.087383563		0.073922805	0.21037444		0.788548386	0.159853611	0.356193749	0.563397802	0.921116278		0.114391295	0.101081908	0.164802452	0.065621373		0.052269252	0.09147332		0.075251449			0.152498045	1.230729308	0.656513491	1.255926638	1.006448743	0.502067184		0.103206215	0.306414992	0.062838811	0.267845098			0.130567924	0.025513878	0.144613752						0.855756926	0.185000999	0.320458569	0.131612534	0.159679043	0.143966597	1.014370076	0.096046654	0.264191108		0.223508372	0.034905783	0.225508624	0.32769024	0.05627225		0.678875972	0.276170163	0.818891991	1.28833589		0.060044101	0.266954784	0.237978085	0.138728591			0.041087339							0.18085303
MSTs	A139005-101	A139005-101			2.484427823	2.195115836			1.032462304	4.055936466		2.323134344	2.68615178		1.10474667	0.85244066				1.337752721		1.105307214	2.644298499			2.898297964	0.89970502			2.799166324		1.790609091	1.952551933	0.917545101	2.444176983					2.540852974		3.164303375				1.46443747				1.156335509										1.790752088		2.094369839					2.105311145		1.880005436			2.055026303		2.222093953						2.022756952		1.428896208				2.367870913				1.141479631		1.46578406			1.65857961	1.542837454						1.922492624					0.931474567							
MSTs	A140006-101	A140006-101																																																																																																												5.434625318				
MSTs	A142016-101	A142016-101																								3.595001654																6.713804842																									4.839484919																									4.175010367			5.02156491																			
MSTs	A143003-101	A143003-101	3.706146258	2.004420218	5.299049171	6.640992606	3.792643205	3.43417349	2.466816478	14.6925031	1.921038721	7.44916456	7.766702002	7.654750869	3.035925897	1.540673799	2.161867261	0.611814622	2.390786802	5.516735485	1.362491087	6.141818805	6.769981204	4.015790161	2.267304224	7.663526351	2.16601828	4.572221225	2.084144015	6.993089128	1.425330146	4.384021561	3.554042547	2.076418102	7.62264494	1.252925929	1.565423121	1.271826184	3.270388761	6.082822061	2.611703238	10.29840137	4.46333979	5.275758421	2.400754542	6.761994491	0.846963703	1.705064402	2.134873013	6.476836196	2.070506281	1.218227471	2.492927523	6.801707222	1.324041722	5.126704076	0.304592884	1.879014746	9.879118764	6.268354196	2.55999127	7.465824027	2.590798756	2.536992361	9.56223448	2.982528383	7.646761965	1.605377882	7.35502395		3.171476748	5.967114649	1.955953319	7.713892521		0.704345658	2.462033644	1.36833646	2.915948516	8.448244414	2.135568858	3.416114047	3.556772603	5.321935973	2.241673235	5.565373585	2.05741044	6.642077605		3.716794205	1.62046263	6.486512947	5.615989217	1.586585717	10.16080354	4.031473963	6.254740978	1.767604901	5.61666529	2.591716129	1.595992073	4.809303743	3.135521596	4.378874943		1.893162979	2.544940566	2.552073164	5.119769382	4.054465606	1.021274076	2.993305267	1.197615299	12.01542281
MSTs	A144007-101	A144007-101	40.8748115	11.02562932	54.37378698	55.71012874	10.1441872	30.39985765	37.72583856	39.27099226	42.92717561	49.26792414	21.14399232	11.24219961	11.46343984	42.63937424		16.54076864	12.90377575				112.1480701	195.760536	57.43533226	145.6493208	12.78535865	76.68786829	57.28100916	65.64222793	96.05729764		22.6498463	22.10604311	41.64481973	16.48480057	21.03429767			15.78232296			18.95478213	22.67846123		67.2785816															24.48817189	61.96360984	38.61261818			13.33949243														62.36012364		17.43846159			17.50052247	40.2609288	33.50412124									23.41744119	77.2489031	50.66868376	20.59595158	55.23056076	10.22539606			16.0578515			12.45568002				9.797464367			
MSTs	A145008-101	A145008-101			10.07441928	5.867108497				10.11857744										6.408733624		5.613066205				6.226245689				7.169545766					8.633872492							12.01846536								4.428387673				7.96134109													6.766758472																			9.518476577									10.8034102																			
MSTs	A145016-101	A145016-101	0.395274969	0.281415179	0.569301251	0.55636077	0.268261949	0.271990579	0.25432489	0.836782016	0.17718219	0.585417823	0.459650112	0.441911136	0.195280644					0.310013998		0.361672219	0.448831691		0.214534414	0.453640343		0.425950787	0.196530356	0.445624345		0.327773407	0.368096914	0.178587152	0.522672852		0.1400041			0.451319512		0.537516237	0.320199646	0.620442459	0.354018145	0.513943655		0.172524179	0.20641443	0.414600457			0.246234552	0.453635711		0.47938116	0.253287966	0.269534269	0.549948901	0.384355256	0.216186056	0.62582369	0.222962178		0.528187632		0.390182831		0.378552565	0.323557779	0.428078267	0.440551498	0.149614215	0.515845465			0.176597101			0.645041766	0.310209615	0.339024025	0.24869242	0.326514384	0.213263784	0.517302494	0.135313093	0.513313125	0.220639482	0.249293128		0.332101159	0.398862891	0.109037634	0.499704274	0.320367423	0.6051056		0.458008669		0.179547741	0.358840872	0.176816251	0.362516273		0.182374222	0.223923217			0.379551091		0.253873855		0.745746212
MSTs	A147005-101	A147005-101																	7.297389142																							12.05536955																																																					8.645775029																			
MSTs	A147011-101	A147011-101	0.227733343	0.133227037	0.42757626	0.417527757	0.207036077	0.179798754	0.164429463	0.399997223		0.415592542	0.367705						3.641594962			0.135450439	0.281795603			0.350423893				0.363137318		0.184373347	0.373691179	0.110512589	0.294038669		0.104837783					0.36812874	0.244374009	0.458447931	0.213210489	0.405305523			0.125024996	0.267290402			0.164535733	0.316272758			0.170986154	0.127899194		0.302020028		0.432899808					0.214324065			0.298049647		0.239178508	0.103454342	0.35881731		0.109698091				0.578802927		0.225202773		0.161068376		0.485867562		0.314354737		0.121611609		0.164339982			0.335727412	0.195343733	0.313476834		0.278981638							0.102514414								
MSTs	A148006-101	A148006-101	0.795452221		0.906661192	0.800530208	0.58439052			1.087156234		0.947157306	0.971936323									0.567128702	0.92185749			0.745816325				0.618900723		0.626278499	1.351792404		0.862666274							0.912713755	0.470586714	0.9265469		0.960016629							0.397642916	0.606698709			0.437318404	0.521116584		0.680883799		1.07060245					0.708935983			0.648441171										0.990160542		0.666227979		0.587203044		0.943127787				0.530561825		0.682167615			0.823277066	0.53991277						0.607322134					0.454071183			0.702416949				
MSTs	A155004-101	A155004-101	0.55113286	0.415200776	0.908085204	0.70976735	0.583632697	0.357284052	0.281402264	1.431245095	0.175703109	0.8678306	0.905233721	0.466643561	0.29494783	0.170181915	0.178279141	0.105717103	0.199010227	0.36095403	0.117956654	0.514074272	1.371344124	0.97368882	0.619934309	1.503619834	1.064053128	0.681345476	0.373991047	1.234331076	0.333656219	0.96900532	0.675280554	0.249602716	1.054746656	0.240872734	0.300966232	0.432789098	0.774863377	0.918563371	0.289899911	1.348469008	0.934377591	1.088073253	0.39120171	1.124986177	0.197468854	0.273044746	0.435746444	0.815712384	0.30006855	0.315643487	0.466747234	1.122345568	0.224801089	0.871319936	0.753690147	0.795180862	1.438598421	1.747078739	0.844014421	1.955192693	1.016457044	0.949492436	2.799461436	1.003649249	2.120844636	0.523202162	2.366307625	1.994576518	1.569232372	1.650558393	0.587493334	1.879635952	1.298297188	0.450945182	0.499585303	0.286300742	0.622446063	1.320268192	0.303027389	0.672085698	3.76295883	0.771125528	0.309238537	1.485712272	0.296925036	1.035987944	0.400014525	0.647252834	0.179728677	0.685132061	0.668518148	0.18445392	1.163173754	0.867223128	1.653169779	1.285055839	1.772734577	0.762581778	0.45801004	1.234373975	1.05284581	1.070826599	0.592131834	0.55657326	0.690285834	0.251920662	1.077159555	0.985911284	0.197701007	0.558596757	0.15572398	1.229640093
MSTs	A157012-101	A157012-101					0.163785272			0.710417239				0.379155599	0.191736111				0.131065196	0.303330068		0.268293904	1.035265431	0.49746543	0.383776053	2.469613977	0.467432982	0.846978605	0.406824813	0.811010285	0.269116503	1.570082874		0.18436611	0.838939032	0.179502107	0.123198486			0.22223691	0.171205304	0.605419107																									0.550767464		0.446182286																							0.179335733						0.139904359	0.511478189			0.464535946	0.204291126	0.351539926										
MSTs	A159002-101	A159002-101																																																																																																																
MSTs	A159003-101	A159003-101	0.582991873	0.289861188	0.587388239	0.664107839	0.431240335	0.159621075	0.254164851	1.470265495	0.154590813	0.45887258	0.967096393	0.289582	0.197212583	0.211822563	0.103475189	0.076712923	0.245919708	0.291760453	0.101147537	0.403542762	1.582707763	1.098844149	0.918006703	1.334317556	0.872644562	0.850070536	0.597404993	1.389622923	0.380903029	1.070020532	0.869045734	0.66804991	1.284446112	0.259580995	0.555315183	0.629923149	1.090364799	1.131883749	0.454713697	1.974451911	0.186480449	0.283256982	0.101973341	0.273493735	0.070525089	0.078865796	0.109489454	0.235200541	0.067477136	0.044491187	0.149906014	0.309677726	0.048757479	0.19817871	0.133061804	0.137425504	0.300304781	0.3044226	0.154013228	0.473873449	0.151117468	0.143522466	0.593519521	0.33735567	0.754595111	0.135050544	0.490934731	0.35144821	0.291479429	0.573552573	0.118661322	0.553994701	0.264437605	0.108026766	0.156148487	0.100652603	0.222303373	0.369225192	0.071782906	0.265439894	0.144630659	0.152447121	0.074220697	0.452441443	0.046788435	0.236775237	0.125960176	0.685429628	0.085502897	0.176564653	0.328907397	0.076775335	0.353591055	0.432555861	0.88383116	0.256749581	1.022403166	0.392451416	0.242091186	0.515613955	0.351262895	0.600481982	0.421114714	0.236345273	0.328880972	0.147632843	0.728218996	1.164115051	0.139883055	0.258826622	0.1275271	0.927320358
MSTs	A160018-101	A160018-101				0.842007735	3.147496119		0.630247419	5.254615912	0.82700375		19.66139235	1.355382183					3.25824289	2.826783386		0.816534892	2.349762811			1.266392569			2.785995821				1.629961933	0.634651008								1.13832932									1.140117759		3.084391174								0.765529679						3.782481846			1.47285445	4.714640346	1.639980691				0.656920362				1.442658212					0.764568486					1.581648838		1.805223482			3.155449025	0.833613705														10.14769926				
MSTs	A170001-101	A170001-101	0.420059832	0.175825075	0.409821651	0.5076729	0.262256426	0.235938498	0.180040638	0.979468894	0.137345649	0.600098271	0.451051355	0.322735035	0.124017876	0.09555653	0.18224745	0.169726082	0.13026651	0.257408621	0.088282323	0.326691567	1.32462943	0.575469688	0.458099057	1.162871376	0.310063631	0.703056042	0.296544196	0.79169804	0.241787463	0.851600671	0.270191353	0.247885932	0.789043941	0.151143905	0.189862627		0.420378456	0.487587844	0.158195931	1.569728193	0.477209923	0.646420481	0.141676729	0.531724607	0.168893132	0.124351996	0.265890565	0.401858535	0.15028474	0.137781551	0.19967723	0.454601166	0.112540741	0.479277945	0.257684714	0.224220539	0.634418972	0.989102611	0.29672472	1.076733342	0.323781924	0.359141777	1.310581103	0.703099272	1.320169093	0.243708657	1.072611463	0.980480453	0.593785379	0.932273497	0.228132479	1.093362246	0.632308435	0.168513614	0.29405281	0.165745945	0.235073066	0.647785321	0.121626973	0.212573072		0.399025329	0.124773176	0.611235503	0.120670189	0.484672016	0.215754017	0.263201999	0.106560029	0.351913754	0.394010179	0.10487136	0.878704755	0.546373144	1.174637381	0.21777429	0.912009928	0.836857167	0.288486493	0.540328233	0.486088733	0.565462505	0.713709274	0.281670094	0.358740673	0.151283288	0.865105665	0.584561233	0.226293351	0.399760563	0.153763538	0.925768306
MSTs	A171003-101	A171003-101	2.267656973			0.440488764				0.937720177										0.411414855			0.8492622	0.92551283	0.375040583	1.874361747	0.605827729		0.342393474	0.670675223		0.894540714										2.010138011										2.122965023								0.444734504							1.207910864	0.901684436																				4.92516561													3.692635428										0.885945409			
MSTs	A174001-101	A174001-101	0.414867107	0.247482359	0.409425192	0.316881151	0.27663585	0.140469249	0.191941776	0.796972551	0.135218135	0.290565161	0.777611236	0.21249095	0.165266155	0.227817402		0.109589462	0.217410205	0.254506132	0.153938233	0.251774804	0.573618849	0.642517008	0.260323444	0.381020239	0.304304475	0.537038143	0.324960887	0.549516642	0.306123689	0.542004894	0.351057992	0.280108546	0.588102244	0.307830751	0.471734519	0.349560043	0.500888505	0.542852123	0.346936821	0.874707517	0.098624745	0.180020137	0.071920761	0.129557332		0.056262349	0.068466069	0.12052882			0.090870805	0.161882218	0.052709499	0.095577999	0.08055095	0.07049212	0.171996598	0.159506754	0.094746205	0.256516109	0.088530603	0.08196225	0.311071674	0.327185346	0.323471235	0.107992217	0.227286552	0.209706408	0.140165999	0.243082647	0.061911251	0.265698459	0.131107928	0.054817752	0.07955993	0.062291239	0.128820398	0.17077841	0.051432426	0.149889135		0.102061018	0.049573126	0.240047453		0.171768097	0.085844744	0.321306902	0.074090258	0.140538233	0.226463759	0.049657115	0.222431733	0.200525123	0.426373524	0.096614649	0.419176792	0.266244346	0.096122137	0.253933618	0.176738367	0.212878463	0.243032601	0.126965609	0.164462403	0.070724425	0.356104744	0.339735647	0.084201897	0.135951703	0.080978834	0.398636524
MSTs	A175008-101	A175008-101	0.194844381			0.154286144	0.14429225	0.100358106		0.223380768			0.22230704							0.141872831			0.141738247			0.121081971								0.081395073						0.181724324		0.104961457	0.149716904	0.181009326	0.105687014	0.17133134		0.084291847		0.101616315										0.167708091	0.114493066	0.191056236	0.096103041		0.281794854		0.12312117		0.179669097			0.227347099					0.084912242			0.140068882				0.138576097				0.228998516		0.240093233	0.077162719	0.104338735				0.094254869																		
MSTs	A176001-101	A176001-101	3.748024539	1.373234202	2.057542102	2.725178261	1.66720141	1.139083558	1.266059715	5.191725006	0.861768796	2.768485913	2.558688317	1.426080293	0.74838804	0.836813952			0.715258868	1.255517771	0.583032743	1.885045438	4.530463709	2.047673153	1.513468302	4.018212081	0.954972839	4.30098357	1.553417253	3.516878258	1.143793287	4.331414615	1.831980866	1.303711341	2.972696723	0.653202782	1.092296918		2.01142159	2.417227425		4.108522431	1.641893512	2.77398734	0.920861713	2.284654396		0.773592381	0.916828001	1.410069556			0.979271995	1.545845978						2.130418588	0.943313293	3.537122267	0.815952603		1.999088575	1.982906931	3.390831959	3.490671557	2.72001336	2.157609682	1.323305169	2.71488762		2.032567388						3.774275757	0.829339497	1.350901558		2.596199085	0.87144383	3.395158712		6.483060393		1.875924094		1.779350303	2.30538325		2.792929669	2.308392744	4.466418908	0.8944878	4.019393486	3.974729425	1.276830884	2.130841899	1.107969016	2.413056202		0.894866868	1.370530797		5.703172283	3.070111342	1.106990964			4.560695804
MSTs	A180002-101	A180002-101		0.370018337	0.428379179	0.257590017			0.181619476	1.049104609	0.14963902	0.331091285											0.665925055	0.236780817	0.962791614	1.331929133	0.414330425	0.447178601	0.572449902	1.184089925	0.196378139	3.205059175		0.076355353	0.535753199		0.082138468					0.220583181		0.128115128	0.395846949	0.536273218			0.303202522								0.110349016			0.116186392	0.066496967	0.489650882	0.102553109			0.546919921	0.63928091													0.455723983		0.339458352		0.404709208		0.514471377	0.060737313								0.436487769		1.198431104		0.203695288		0.095931261	0.228218316					0.06587876							
MSTs	A181004-101	A181004-101																																																																																																																
MSTs	A182009-101	A182009-101									304.9473045																																																									266.447165												136.6760387																																		
MSTs	A192014-101	A192014-101																																																																																																																
MSTs	A196004-101	A196004-101	3.509596349	1.160736921	2.265244841	2.923818584	1.023234378	0.338569202	0.265572361	1.56761854	0.394723962	0.54882713	0.216407773	0.49792534	0.298604925	0.224315193			0.130168438	0.303420376	0.151675852	0.144521336	3.798855975	0.509576554	1.600878497	3.882728664	1.497988213	0.933865097	0.423464431	1.924101389	0.298835554	1.388221352	0.251275624	0.308295084	0.789921874	0.118011544	0.343852772		0.393805216	0.492855503		0.515157722	0.661677673	0.610694767	0.331855607	0.722081798				0.220047026			0.175422963	0.294901378	0.162311826					0.479269771	0.292771968	0.810489022	0.357882123	0.141975056	0.296022571		0.862340277	0.107381964	0.41526868	0.141557909		0.378093274	0.154990925	0.385471122						0.680018073	0.185845729	0.387855332	0.143977381	0.208229766	0.100283503	0.521093854	0.106073176	0.242098696		0.525571573	0.089542188	0.178927863	0.20069913	0.075458035	0.267214433	0.342261058	0.387883027	0.504911245	0.80705464	0.321481631	0.139089972	0.357465018	0.120486314	0.231673145		0.206532088	0.096516588							
MSTs	A197003-101	A197003-101		2.469816799	1.750035089	2.018118144	1.091519062		0.971718281	2.869366037	1.963463452	1.697869381											2.330289737		5.472793261	3.609819872	3.301083876		3.450148779	3.09412276	2.50637731	4.152445806		1.020886034	1.871785937	1.102431044	1.462105246					0.939429243			1.634974604	0.977993196			0.715271435												0.776459633	1.620575724	1.559009381	0.74354674		1.915545951	1.617993782	0.696574777					0.516136663							1.473684436							0.626103778			0.980027694							2.628957347	1.165654803	1.704592416			1.044745039												
MSTs	A201002-101	A201002-101	4.296785083	2.465073671	2.926022022	3.755193148	2.847466553	1.833317219	1.833608582	7.359533328	1.534955807	3.081011995	3.461440458	1.637677382	1.856400201	1.474102976	0.782697095	0.695927846	1.313611329	1.847002546	0.917718531	2.765918241	5.676860696	6.535287328	3.438577588	4.54235773	4.754435719	4.266820676	2.74502942	4.744415855	1.939910835	3.986287427	2.108165566	3.187044521	5.016624708	1.669642148	3.721639476	1.693692164	3.949632273	3.756559025	2.192044471	6.785667018	4.199422664	6.669699367	3.836362017	5.43382371	2.114764347	2.831868815	2.553425339	3.867913784	2.508734515	1.9440866	3.042679299	4.930984412	1.722460451	3.705330556	2.137977238	1.853180772	5.4112357	6.583237	3.505339163	7.022551462	5.191258363	3.673373661	9.188442582	8.980069416	8.096913019	3.915888005	5.963588977	6.601563013	3.507025008	10.17039111	4.231571109	9.597694736	3.84148797	2.622497509	2.419113389	1.723604396	2.170016391	3.336214439	0.894417473	1.403672864	0.645126799	1.843675285	0.915273087	3.923955816	0.486354684	2.049727011	1.114508722	4.0277896	0.590966632	1.556418999	2.702196076	0.832388364	3.609754826	2.483648574	3.521109313	1.983513695	4.071560842	4.425796959	1.756061027	2.934078881	2.348620338	2.964017691	2.839537717	2.152176957	1.965337161	0.669826863	3.712080043	4.17983735	1.476506685	2.246394604	0.731008902	5.216852023
MSTs	A203003-101	A203003-101	2.042205783	0.859699356	1.72496113	2.046491568	1.782640157	0.431834925	0.509427954	1.419966341	0.544682258	0.948171428	0.935742036	1.338686303	0.330386848	0.285252967	0.154970872	0.043162241	0.2050022	0.392808162	0.152436166	0.398743517	4.722850704	1.12404828	1.769212478	3.45416423	2.428451726	1.056016225	0.598581199	1.62094119	0.370239617	2.700003474	0.473605282	0.498302836	0.977158801	0.164330522	0.383276763	0.056403972	0.297598081	0.699623006	0.082028469	3.071212058	1.336075675	1.378044996	0.409160611	0.880517463	0.093835744	0.076606639	0.089603193	0.317499183	0.136180363	0.113491184	0.335712731	0.364365346	0.188971013	0.185378083	0.37516742	0.050429437	0.29253027	0.591877108	0.490098814	0.734767692	0.346336757	0.316796054	0.743228564	0.287199269	0.957254376	0.150338172	0.690497226	1.79081557	0.281529876	1.283768244	0.264126361	0.763006624	0.033795627	0.048650647	0.103623912	0.042938199	0.07321945	3.149334614	0.200258103	0.341661124	0.231474303	0.230931122	0.124923317	0.515163758	0.09714318	0.256807716	0.196262863	0.585109747	0.093395139	0.233020083	0.156244571	0.075117215	2.029054168	0.825149847	0.841006793	0.501872544	1.104402803	0.363068433	0.108578906	0.35442093	0.162752458	0.28237689	0.07754039	0.080089765	0.220675737	0.058506067	0.222462444	0.290799916	0.041720442	0.078299599	0.045397875	0.245024055
MSTs	A203004-101	A203004-101			7.740912419																																																														4.830865449																			4.740719633																												
