Class	Name	MPIMP-ID	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali
MSTs	A203005-101	A203005-101	2.018414673	1.972234374	5.50794376	1.838178251	3.089228885	4.553399277	1.762096602	2.966321375	2.143081111	0.867920168	2.727738346	1.577705292	1.917438448	2.464013433	1.638943499	2.637811332	2.538239281	2.228954243	2.36997394	4.122039666	4.069742722	4.179934658	5.748576151	3.798417693	1.322492495	4.075292801	5.90518714	6.022281158	6.827608637	0.966173865	3.208062687	2.602346287	2.351983032	3.319694554	2.534359161	2.188481648	2.598184012	2.331295441	2.893894727	2.905771753	2.436647689	2.369497799	2.5001388	2.365894594	2.182849529	3.802042746	2.948845668	3.586915012	3.805153935	1.526338081	3.399068774	4.176747243	2.922605527	3.137800921	6.632676006	7.993388071	5.268640814	8.288055203	11.99687906	0.759128652	3.779441918	2.40468779	2.564474765	6.192635671	1.975485691	4.650348154	1.949445019	2.722050862	1.873475738	1.935850807	2.09110495	1.806016434	2.257722123	3.395164041	2.03898802	5.866308942	3.996088032	6.464767866	3.816063456	1.834226803	3.493463763	5.810871164	3.673481337	3.737592553	3.341358596	3.971146796	7.225334611	7.045071336	5.81148313	7.044713139
MSTs	A209004-101	A209004-101										0.264869723																																																																						0.370821924										
MSTs	A211001-101	A211001-101	0.403028613	0.302602035	0.342661056	0.262610823	0.47948249	0.35557567	0.370310214	0.346841341	0.437728837	0.641457612	0.460950113	0.324244806	0.227860026	0.292815382	0.708319809	0.237276878	0.368794777	0.264558781	0.276373494	0.297380173	0.350064119	0.379367784	0.338450754	0.309486765	0.739171815	0.234569873	0.295566424	0.247607901	0.285527629	0.570816696	0.374894346	0.512456975	0.377777533	0.329997814	0.353793869	0.262285782	0.322911765	0.283779278	0.321885448	0.378679457	0.417553237	0.319169227	0.337955713	0.299975233	0.44770363	0.355049977	0.310462271	0.310730462	0.333023064	0.71845508	0.195671854	0.380145948	0.333074973	0.336559888	0.343171262	0.374760261	0.2680763	0.303559488	0.408399632	0.799706325	0.366558353	0.427082586	0.405254908	0.393775462	0.594808199	0.30551681	0.319233574	0.393811995	0.298843281	0.321836033	0.295020096	0.313919677	0.294008574	0.295863728	0.399920045	0.45534563	0.383007706	0.495861099	0.444168337	0.656466347	0.522162551	0.410008626	0.410716644	0.356248341	0.497723035	0.323178142	0.360365331	0.37419402	0.288181418	0.316634219
MSTs	A211007-101	A211007-101	0.731021894	0.445805716	0.576096836	0.315123773	1.092462637	0.564174913	0.439592537	0.421242075	0.510226003	0.558804578	0.776888471	0.451530986	0.648840714	0.337729079	0.775189709	0.330723974	0.759144552	0.387065248	0.292416904	0.579780207	0.872224743	0.826194701	0.912200826	0.664756313	0.590394118	0.520435456	0.768998681	0.356448036	0.36744011	0.549273579	0.38428509	1.073607865	0.409738841	0.753344483	0.748597034	0.577587398	0.364079086	0.716837855	0.690057961	0.706633299	0.804491091	0.748653778	0.397387283	0.383558086	0.453249641	0.818873522	0.927811119	0.948956823	0.86292491	0.810176041	0.728066	1.012686819	0.942094787	0.878781588	1.048259938	1.213457276	0.681022533	0.96696686	1.183399993	0.783911399	1.318093654	0.809920294	1.497796894	1.196740046	0.579000317	1.456028581	0.911720967	1.468636909	0.451461841	1.132482088	0.997495259	0.809014777	0.549895181	1.296587331	1.344749405	1.332386895	0.90355751	1.575571677	1.119076717	0.632027766	1.787741118	1.451368672	0.920177108	1.196135592	0.542953064	0.831578806	0.799195158	1.585333481	0.630829943	0.975790598
MSTs	A213001-101	A213001-101	0.294491256	0.279056657	0.3013491	0.227808905	0.270114283	0.296203885	0.271801628	0.441117197	0.289289404	0.193200168	0.593106386	0.406595432	0.400170572	0.359453437	0.371169714	0.426020954	0.536942565	0.334524971	0.428309288	0.409792488	0.554397876	0.725627919	1.002181924	0.62526339	0.139302617	0.483380623	0.466147181	0.705150576	0.697709997	0.217314893	0.178000274	0.274813804	0.173491256	0.190615706	0.216874526	0.184580178	0.236228015	0.203867712	0.222002369	0.231342321	0.320031583	0.319124406	0.247598016	0.22460018	0.278946661	0.368348804	0.453920708	0.420885546	0.474504717	0.354905217	0.303028049	0.424066242	0.268231793	0.266497389	0.394927953	1.134752208	0.607241855	0.442801906	0.632598916	0.265110152	0.235481468	0.215438585	0.281820004	0.246491363	0.298422934	0.183744532	0.246872539	0.320387239	0.180739437	0.181859986	0.236982186	0.278310094	0.269765414	0.250903154	0.314914885	0.401395598	0.385327847	1.236054011	0.67018095	0.173219198	0.387572587	0.340865446	0.381061389	0.299472962	0.080524417	0.760515871	1.013112994	0.960005509	0.758722563	0.545581659
MSTs	A214003-101	A214003-101	0.406176248	0.31597212	0.320728932	0.288231689	0.333068153	0.383447634	0.344851849	0.374527586	0.357613249	0.188531452	0.431827618	0.305974732	0.289378049	0.25726549	0.282978195	0.270163325	0.344633496	0.209480096	0.201504611	0.244102322	0.326689665	0.39974331	0.33339662	0.365583117	0.128889323	0.222140451	0.263776931	0.233655422	0.265616179	0.199778698	0.258909227	0.366076043	0.28973488	0.230736349	0.30522403	0.313919242	0.281182707	0.281272539	0.309618308	0.287749014	0.320008987	0.249771482	0.225842039	0.263754187	0.377063179	0.274361818	0.261266456	0.246017182	0.210637258	0.261024026	0.301692682	0.324399158	0.268464691	0.239539656	0.329768249	0.28316459	0.192924011	0.218157021	0.269933912	0.296265838	0.32158993	0.358760992	0.369198615	0.397776743	0.231436779	0.215636149	0.294705243	0.353266542	0.237122374	0.297861379	0.281051461	0.319432221	0.310600514	0.282594648	0.36262121	0.384560514	0.330567518	0.433357172	0.387095002	0.186276315	0.386184306	0.351808737	0.375609167	0.357513142	0.103273397	0.272327835	0.329886803	0.298676129	0.193494478	0.263363896
MSTs	A214004-101	A214004-101	0.251333032	0.252963782	0.253342344	0.209096229	0.252441069	0.243426258	0.250210214	0.235787227	0.270509125	0.142461794	0.343336937	0.210225818	0.250882834	0.200002802	0.223626328	0.20075747	0.31117728	0.17448736	0.148429778	0.15293103	0.225039052	0.39205218	0.296029453	0.294622344	0.10254359	0.131255586	0.198162273	0.174781473	0.287109016	0.126621682	0.196932953	0.290233951	0.240814539	0.230242612	0.220887503	0.210941972	0.223503009	0.199048008	0.21687068	0.207972661	0.192564045	0.179215773	0.169953706	0.212597608	0.238625997	0.193596454	0.257369769	0.285265505	0.163535692	0.20608217	0.231445765	0.237122492	0.263969891	0.188751743	0.216028111	0.321289324	0.140166031	0.196613317	0.25199667	0.174430539	0.204764964	0.225937856	0.230189687	0.239772987	0.186056464	0.15034443	0.262385649	0.342716849	0.194004476	0.188717163	0.168880794	0.260641899	0.226328721	0.184940051	0.263282956	0.311612945	0.200208631	0.518845644	0.286462986	0.129719786	0.320680072	0.223936706	0.234246346	0.324306875	0.096223613	0.265160796	0.319569739	0.211967563	0.264589431	0.15459096
MSTs	A216005-101	A216005-101															0.572671709									0.25122088																										0.619091387									0.274391027				0.387190467		0.627816438		0.35472982														0.345231825									
MSTs	A217004-101	A217004-101	1.888893103	2.116572432	2.18705918	1.930537401	2.633879901	1.722148403	3.001966877	2.073891814	2.407475301	0.321613589	2.226342304	2.079794986	1.833008248	1.809382615	1.053722021	1.579545767	2.002555925	1.957536596	1.463841995	1.454546637	1.833499321	2.118085622	2.214791959	1.793979906	0.634901912	1.574219315	1.976665561	1.82841122	1.925953111	0.347008744	1.720163702	2.397952754	1.827896084	1.871691847	1.786151678	1.989672076	2.369753019	2.158645832	1.905503368	1.771488544	1.815400076	1.900183626	2.033828361	1.810534562	2.123743776	2.010075398	2.307408263	2.083975877	1.982821802	0.937714837	2.530775611	2.668000316	2.241245213	2.316449881	2.155486237	1.745594796	0.993079065	1.405335896	2.14863917	0.53284503	2.768554528	2.295914907	2.660445964	2.69999879	1.050420897	3.176926964	2.624906145	3.184439748	2.696526163	3.370838809	3.237342728	2.714194123	3.92118758	3.356499986	2.852295477	2.304331815	3.720428069	1.817593949	2.369024332	0.462136475	3.351605748	3.691294499	3.478481196	3.758282342	0.660025301	1.234330232	0.619996479	1.923410495	0.392187761	2.152681571
MSTs	A221004-101	A221004-101	6.400321475	5.470675685	5.436656912	3.95438998	5.098596368	5.612637969	8.633870001	6.905670101	5.639547651	0.764259113	7.672523268	5.781965322	5.356897061	3.823627418	3.292760521	4.380990791	5.715219154	5.20969358	5.438659513	4.010374325	8.403619592	7.706242054	11.8927819	5.797759131	1.69489107	5.019502144	5.764770697	5.248721413	5.710161818	1.438943315	5.5987911	7.269749579	5.708125909	7.29926128	5.432476308	6.827070393	5.830178392	6.830559638	7.278108019	6.755912135	7.017579544	5.165237734	6.02768836	4.294144413	5.298396375	7.169845847	7.019942118	6.411044607	5.890997207	3.888686629	6.847579665	8.643918172	7.185313575	7.282543894	7.111971843	10.81524841	4.749756691	7.654528731	10.10888438	1.675664455	5.821875432	4.884316141	5.686296094	4.41680551	2.893841739	5.252007424	4.393826278	7.076764996	4.68963319	5.164707981	4.653964974	5.420606102	5.541872299	5.330357443	5.42900632	8.684883643	6.655973641	8.582722965	5.39036013	2.037208939	6.797873543	6.214731424	7.297409755	4.778145289	2.534119715	5.457298819	3.747556093	6.993629925	3.601127356	5.511198135
MSTs	A223005-101	A223005-101	0.220365162				0.190767636	0.223851374				0.146753667	0.421835905				0.159260185	0.148765742				0.114146923	1.360445246			0.178677217	7.715734499	0.231471608				0.150893864		2.001503917			0.139175393	0.510191788	0.184641653	0.175176938		0.206209403	0.203030605				0.145141455	0.20014341			0.190723031	0.266101309	0.18040002				0.133537769	0.676204262			0.215250088	0.164880144	0.337512099			0.13014605	0.159310461										0.141225806	0.202932774		0.194740357	0.1165163	0.248815043	0.200723157			0.154048237	0.190772897	0.146129817				0.160311784
MSTs	A227008-101	A227008-101		4.361564581			2.844556006	3.59442585					6.42083426	3.332403969						6.217585125	3.287280639			5.155614174	1.642576069		2.745887096	4.71920826							4.152712072	3.43513211		2.328909528		4.173888549				3.844001321			3.52180269	5.879784626	5.054082548					3.748861621								4.015131168	5.447730359	3.829674095										2.945536786	4.535897993	3.229585412			5.580547406	7.575844174		3.149744113	5.432476926	3.350655943							2.794504714	
MSTs	A228001-101	A228001-101	6.100180476	6.622861898	5.092351222	4.620845675	7.414992608	5.06287162	6.250357999	5.469546776	5.942973611	1.977760818	6.222036409	5.30209385	4.837928959	4.611271609	5.673973578	3.642458185	5.762097519	4.610019416	4.045427096	4.405675918	5.955203796	6.704055488	8.743289033	6.375554495	3.750470824	4.577497051	5.488896156	5.879796078	5.844366811	2.830233091	3.855290305	6.182346815	3.91133248	4.668510956	5.214412009	5.954573972	4.60704396	5.26763642	5.258930548	5.985066936	4.748810924	4.844041424	4.127565944	3.669442935	5.410872127	5.210031649	6.523001375	5.813827407	5.077629391	5.738640265	5.814505369	8.028214371	6.58572922	5.807410118	7.147663336	9.35592942	4.658969868	6.276764104	9.64302032	2.729293776	7.648372274	8.709201769	8.634907566	8.823630461	4.593581084	6.569842057	9.34326882	10.26591518	6.100270742	6.437111682	6.430204383	9.165230385	6.880240829	6.639433154	8.321680951	8.788495391	8.177710352	12.18061591	10.63663732	3.007186943	8.832236865	8.854512246	9.678404787	8.325358126	3.815872834	8.255288044	9.516425082	10.10765713	7.516556309	8.866210043
MSTs	A229001-101	A229001-101	7.091120321	9.087577276	7.428799427	6.364930554	6.358199315	8.20469456	8.70478331	7.306347245	8.94474262	5.740913272	10.89105575	8.600511254	8.161128098	7.681954621	1.805645535	7.707372096	9.031513723	9.022872014	6.699604378	7.319505284	11.00337108	12.05298136	12.03160815	9.132499653	9.291415104	8.553026795	9.883687036	9.839948857	10.24269038	6.9702675	5.487140579	7.106347185	6.032788012	5.705418943	5.436405821	7.05579583	5.35606509	6.267012596	6.679541465	7.218288087	7.252499773	6.886348434	6.472312155	6.089488038	8.903712566	8.114755326	10.05458271	9.522518147	7.783100292	1.614661387	9.244922257	11.13746992	9.667459096	9.3393396	10.88742871	13.22733228	6.308965914	7.916584667	11.27052809	8.232216953	5.718544576	6.836423395	6.605429776	7.312381861	1.48066406	6.788686665	8.050285914	8.925735091	5.445725076	5.944293301	7.140506951	7.513260098	6.634077466	5.681379786	7.688114552	8.725616882	7.634905639	9.721384003	8.452035836	8.980840798	9.094213931	8.623689615	8.541997705	6.977680813	9.242449445	7.158255353	8.764750599	9.226041662	7.196848034	6.938449433
MSTs	A231002-101	A231002-101	1.540708978	1.206355487	1.459118242	1.948976202	1.562715579	1.349020668	1.866276588	0.739046613	1.008030537	1.222229211	1.542989398	1.078208758	0.874529092	0.998607389	1.671020162	1.517631149	1.45458033	1.214096505	0.842021036	1.224779758	1.739559862	2.034513062	1.920508057	1.702076432	1.909082489	1.141646036	0.861725273	1.192472853	1.135965787	1.276199471	1.000532299	1.758397664	1.104788422	0.973311063	1.674517651	1.477188047	0.955448586	1.060515209	1.389404331	1.280555278	1.162778702	0.81899641	0.602118099	1.268146401	1.159725147	0.886510677	1.624391948	1.496901798	0.539925331	1.585405638	1.155197267	2.41778065	1.499292707	1.021010129	1.59592391	2.421116035	0.976594156	1.227070331	1.551923134	1.757087727	1.667337477	1.635395803	1.951140957	1.799510745	1.737390003	0.943756574	1.500914509	1.840726759	1.061671467	2.262361705	1.433201113	1.679868052	1.130014025	0.990250273	1.647922077	1.314757766	1.192526059	1.573884352	1.326976216	2.37489802	1.701849597	1.858606741	0.941642267	1.625213593	1.735696962	1.357785269	1.85445884	1.495786828	1.559862315	1.244926267
MSTs	A237001-101	A237001-101	4.202836035	4.422249168	3.993685578	3.60089645	5.426418224	4.758424754	5.51180106	5.454487045	5.376931168	3.935043368	6.873945922	6.239947924	5.813411422	5.63738619	4.23044549	4.892418157	6.821729138	4.979403245	4.850889358	5.06511326	7.842475198	7.139763284	10.49548519	6.149387	3.185568704	5.282228718	6.744626865	7.807866558	7.579428376	3.207009155	4.502325194	5.409806648	4.175403278	5.178226585	4.49637618	5.377093067	6.086694317	6.184585437	5.559164818	6.195574618	5.896307407	5.902353178	6.359225524	4.973706135	5.468160611	6.729744292	9.109728278	8.485444623	7.584099863	3.823179445	7.777685238	9.767566666	8.328837398	7.771603524	9.292948208	14.01657024	8.007983413	8.506703241	10.08380958	3.892446399	5.026907362	4.324552758	5.173149163	4.370979103	4.036984821	5.524855343	6.228414596	6.810231149	4.088586086	5.916823962	6.030523494	6.427972803	6.676236554	5.641240838	7.057168637	7.128036509	6.456232894	12.18061591	8.468959167	3.64521519	7.964711952	8.830919976	6.990416784	6.817612544	4.182650088	7.818012968	9.843725795	10.53194936	9.107242461	8.08396945
MSTs	A237002-101	A237002-101	3.949464908	3.950600344	3.912896452	3.517338887	4.232758014	4.049567559	4.82191442	5.029089845	4.817751302	6.352257271	7.824765744	5.636766265	5.047226088	5.526917547	7.377767632	4.795643823	6.472375088	6.120613919	5.263540555	4.926642892	7.394048504	9.379332717	9.331711938	7.659975938	6.217233586	6.271235158	6.361799727	6.598858239	5.774986767	5.515984712	2.969121847	4.103480493	3.318623007	3.759433378	3.24079103	4.423346885	4.438545197	5.721787163	4.827909458	4.643504518	5.509324086	5.113052294	4.721001071	6.231956971	4.923125896	5.506210779	5.516315153	6.250001361	5.300242703	7.019357042	5.860695287	7.585335695	4.84019312	5.264256981	7.240057299	7.25220816	4.171177715	4.597970287	6.167854396	7.857267906	3.746316662	4.232599967	3.844676866	4.154838545	6.560743906	4.115276463	4.255554095	4.918104965	3.814386603	3.957880111	3.906361216	4.504780488	4.046930703	4.067174078	5.407208484	6.053159618	4.858492615	7.03483213	6.520591469	8.423080549	6.611382176	6.594419448	6.426969268	4.886568167	7.300504632	5.301092956	4.947916626	5.230789308	3.695393673	4.257389111
MSTs	A250001-101	A250001-101	0.654210082	0.791526519	0.570400627	1.068652017	0.563306833	0.776090246	0.937715073	0.821709645	0.774186993	0.626249123	1.276158844	1.133394265	1.01626032	0.948030619	0.50414657	0.805673049	1.142342141	0.9992182	0.792154015	0.813888079	1.152694547	1.29024709	1.726092071	1.004199641	0.50103354	0.912784674	1.013756023	1.206791293	1.222246527	0.339626541	0.676892193	1.289848121	0.744817066	0.643010529	0.738671113	0.880408071	0.688893435	0.904557745	0.896670922	0.892182811	0.909924957	0.831522411	0.752051797	0.732759193	0.641088957	0.965203555	1.147359122	1.163138205	1.051646896	0.535473886	1.01171645	1.406432726	1.062912878	0.905080076	1.153198841	2.13497304	1.07294347	1.166333102	1.873742051	0.704353914	0.676541272	0.832688421	0.78367026	0.899157555	0.469857652	0.522349492	0.894557808	0.953062664	0.371073377	0.500889168	0.769871591	0.945206337	0.853720641	0.66670936	0.893688998	1.080714905	1.008382724	2.240838007	1.159832317	0.561782502	0.939205607	1.043354019	1.089635773	0.929579274	0.825149858	0.940268281	1.756776458	1.48392896	1.152545376	0.979431401
MSTs	A252002-101	A252002-101	2.195734888	2.42691639	2.236734192	2.742833826	3.218857667	1.972577448	2.140144235	2.294989944	2.099777226		4.704303258	1.651818305	1.734761327	2.814530324	1.025234102	1.204755628	3.504903758	3.220411669	3.525124125	4.033095657	3.088149843	4.464079746	10.6037282	5.809780532	0.500706874	2.166652715	3.863541928	5.992026602	6.027738564	0.399796085	2.11339118	4.289436836	2.224183273	2.980672091	3.424610574	1.571061228	1.943495207	1.867064569	3.833430122	4.453095587	2.836380564	2.699502862	2.679566767	2.55178492	2.163628171	4.008084156	4.810778062	2.558346324	3.27163723	0.839550086	1.628004825	4.114728671	3.447053687	1.425790756	5.501598904	7.468699808	3.704517424	8.56996665	16.60912598	0.465722007	3.076864283	2.587849569	1.58477617	4.568220722	0.800282961	1.83671605	1.632021617	3.787977373	1.196134013	1.4338794	2.506640918	3.212532721	2.902686921	3.509658471	4.388118798	6.704848476	5.909525518	9.813729207	7.310041468		1.638461047	4.880492767	5.774828543	4.364201211	1.261191734	2.058330694	7.364333096	7.693827067	6.093557042	6.332701434
MSTs	A254002-101	A254002-101	0.186081983	0.239785298	0.190862038	0.273903036	0.533848893	0.185732743	0.299915624	0.140410768	0.249970789	0.110106119	0.28886479	0.219861473	0.190945421	0.435089031	0.260338605	0.122104628	0.434620521	0.134213874	0.131786982	0.15221452	0.546892703	0.269378778	0.473734906	0.446722802	0.143185412	0.097525103	0.143801551		0.128601137	0.080391672	0.517719544	4.669376492	0.541816993	3.665772563	4.212247034	0.577615261	0.263686192	0.598788765	0.644148709	0.791081867	0.86049865	0.663944669	0.673400156	0.282603848	0.225134492	0.47330612	0.583762239	1.236527461	0.536917194	0.165903239	0.81333254	1.230373288	1.367876258	0.628208179	0.899099005	3.208959077	0.535472616	3.507352576	4.953961835	0.10336602	0.41255845	0.401524552	0.438894129	0.464743448	0.226687323	0.272256226	0.417883611	0.861733989	0.22172959	0.2624998	0.241983682	0.443434613	0.575108436	0.406435326	0.550139233	0.559429615	0.448198505	3.396946977	0.612528403	0.142902828	0.47811334	0.54303722	0.835696349	0.578405043	0.251314135	0.384544976	0.527235915	0.565716415	0.428140011	0.509405844
MSTs	A255001-101	A255001-101			0.05541322		0.099978273					0.073012028	0.054599144	0.060011417	0.043681724	0.064281262	0.057925005	0.060740126	0.061288429	0.057766275	0.057672147	0.060922156	0.063583711	0.08725732	0.086143029	0.059016445	0.118807263	0.050923623	0.060296432	0.061117624	0.050340038	0.066968431	0.117096457	0.109166616	0.073327672	0.090353919	0.081875899	0.079537495	0.056059293	0.094317735	0.072639129	0.089760958	0.091127975	0.084518428	0.088452904	0.069062143		0.12131646	0.157705794	0.145567837	0.1057029	0.038700608	0.130798356	0.145957324	0.10699547	0.095533801	0.105334261	0.203366787	0.148443585	0.121691408	0.140324713	0.063089391	0.119621842	0.112612909	0.094852076	0.109476335	0.060911946	0.10247773	0.097932124	0.112235818	0.080681784	0.090402982	0.105562777	0.088597076	0.131830571	0.089222293	0.11251464	0.121354031	0.143302544	0.262994321	0.18223842	0.058457875	0.128315645	0.117327862	0.150976125	0.115350919	0.113702892	0.14439673	0.149270487	0.130684286	0.166976055	0.137397984
MSTs	A255012-101	A255012-101	0.523378253	0.592838908	0.507254984	0.628144672	0.637301509	0.442767284	0.608005001	0.429556633	0.377448564	1.969105214	0.637333781	0.45515235	0.442553706	0.461541842	0.889915351	0.44325104	0.513549395	0.412338738	0.297299694	0.522211178	0.425466144	0.54281916	0.276488058	0.522220924	1.107504558	0.486049592	0.55162605	0.466182381	0.487013462	1.396303789	0.704363769	0.794247916	0.698439546	0.553831603	0.616531249	0.535180241	0.451329047	0.717071892	0.5080674	0.552999129	0.494029878	0.417466578	0.485055212	0.493009495	0.347943352	0.582795389	0.538112961	0.571861739	0.481105572	0.640382519	0.57214824	0.60822792	0.59457975	0.517066392	0.594337232	0.497316412	0.178031454	0.557724255	0.857549757	2.542447016	0.70921293	0.639369597	0.787694293	0.650404264	0.751431934	0.416329404	0.428279648	0.671281003	0.35835051	0.591280413	0.397545666	0.497595152	0.458200161	0.370609824	0.427700983	0.807628673	0.732834697	0.633048797	1.045351202	2.808035556	0.549647371	0.572009832	1.121974557	0.620043586	1.212764613	0.443610089		1.104706687	0.167336809	1.267256032
MSTs	A275003-101	A275003-101	0.83532049	0.965735702	0.865823636	0.712657547	1.068554509	0.796438684	0.936654021	1.095854484	0.799729817	0.661452145	1.112750712	1.209137	0.847852299	1.183266125	0.824429284	0.821066435	0.915735564	0.919595368	0.749199664	0.777781628	1.10660783	1.569100649	1.696955581	1.950364078	0.616365231	0.861386115	0.951975853	1.46557434	1.260956912	0.367863316	4.893229395	7.1025473	5.84187518	5.190030803	5.521725817	3.472483192	4.56080234	4.179313467	2.930747263	3.621754377	2.71857299	3.226047317	1.956399902	1.598117205	0.978391529	1.289275958	3.402486958	2.06143629	1.707149412	0.781284622	1.418196013	3.379336208	1.241608457	3.278741582	1.756933828	3.683102966	2.36243875	2.623062528	3.572502474	0.516114536	1.428885681	1.193158517	1.191986819	1.232100561	0.806967367	0.988263296	0.961749489	1.279641	0.806111435	1.106984131	0.942157764	1.226826572	1.149228015	0.974258225	1.162090838	1.094928937	1.08622709	2.34346755	1.534688701	2.005024421	1.116349333	1.371490894	1.23332303	1.095322566	2.394149525	0.988755293	1.849176328	1.175543848	1.037434077	1.183792809
MSTs	A278005-101	A278005-101	0.769773544	0.608030576	0.637261005	0.483232687	0.722561502	0.649234356	0.630955874	1.945063413	0.798396662	1.07022939	1.147329681	0.834586644	0.695902749	0.630305595	0.88234369	0.68954995	0.717531569	0.619397887	0.995323471	0.74383238	1.185366454	1.829196561	4.196738807	1.133676135	0.752663293	1.555005336	1.051536912	3.210788306	2.666781075	0.597428515	8.607756476	14.68872958	8.238911918	6.616668807	6.980245383	5.799123605	6.216208438	5.165381187	3.790994703	4.920622407	3.190296993	3.452540605	2.849831476	2.156459952	0.615039975	1.529135286	3.740682498	2.516958994	2.548644483	0.755600179	1.833229691	4.008332304	2.399445315	2.742685526	2.015806748	8.423762844	6.891073178	3.075548078	4.27461576	0.709995447	0.893504522	1.004153152	0.94827065	0.747804327	0.772250563	0.634927626	0.730868355	1.054085876	0.66020395	0.831000601	0.737507943	1.428116619	0.869586752	0.792122204	1.079980553	1.834420529	1.098175239	7.080720505	5.273684962	2.608689426	1.097822637	1.226794099	1.689188116	0.781491246	3.247532928	5.797446856	12.64581781	4.808820383	7.626789204	3.384057318
